1224.82;9801;11596;2020-02-8
1232.51;10065;12244;2020-03-8
1244.93;10458;12746;2020-04-8
1256.65;10781;12925;2020-05-8
1271.22;11142;13055;2020-06-8
1279.81;11339;13129;2020-07-8
1290.93;11589;13229;2020-08-8
1299.75;11778;13313;2020-09-8
